,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,net_capital
22863,47,Government,Bachelor's Degree,13,Married,Service,Spouse,White,Male,40,US,0,0
22864,22,Private,High School Graduate,9,Never Married,Service,Not family,White,Female,40,US,0,0
22865,61,Private,High School Graduate,9,Married,Service,Spouse,White,Male,40,US,0,0
22866,57,Private,No formal education,3,Married,Blue Collar,Spouse,White,Male,45,Other,0,0
22867,33,Government,Advanced Degree,16,Married,White Collar,Spouse,White,Male,40,US,1,-1848
22868,54,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22869,40,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Female,40,US,0,-1669
22870,40,Private,Some High School,8,Married,Blue Collar,Spouse,White,Male,50,US,1,0
22872,35,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,US,0,-2057
22874,49,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,0,0
22875,31,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Female,40,US,0,0
22876,58,Private,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,40,Other,0,0
22877,26,Self-employed,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,50,US,0,0
22878,35,Self-employed,No formal education,4,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22880,43,Private,Some High School,8,Married,White Collar,Spouse,Other,Male,40,US,0,0
22881,32,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,35,US,0,0
22882,45,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,1,0
22886,28,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Male,40,US,0,0
22887,50,Self-employed,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,60,US,0,0
22888,22,Private,High School Graduate,9,Never Married,White Collar,Other Relative,Other,Male,40,US,0,0
22890,38,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,63,US,1,0
22894,45,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22895,88,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22897,24,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Male,50,US,0,0
22898,84,Unknown,No formal education,3,Married,Unknown,Spouse,White,Male,20,US,0,0
22899,48,Private,Some High School,6,Married,Blue Collar,Spouse,Other,Male,40,US,0,0
22900,46,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,Other,Male,40,Other,0,0
22901,31,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22902,58,Private,High School Graduate,9,Previously Married,White Collar,Not family,Other,Male,40,US,0,0
22903,35,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22905,36,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,55,US,1,0
22906,47,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
22907,57,Private,Some High School,5,Previously Married,Service,Not family,Other,Male,52,Unknown,0,0
22908,30,Private,Collage/Associate Degree,10,Married,White Collar,Not family,White,Female,45,US,0,0
22909,30,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,0,0
22910,19,Unknown,Some High School,8,Married,Unknown,Other Relative,White,Female,40,US,1,15024
22913,41,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,US,1,0
22914,52,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Male,60,US,0,0
22916,59,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,0,0
22919,69,Government,Advanced Degree,15,Married,White Collar,Spouse,White,Male,34,US,1,0
22923,64,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,35,US,0,0
22926,51,Private,Some High School,6,Previously Married,Blue Collar,Not family,Other,Female,35,US,0,0
22927,25,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22929,37,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22930,74,Self-employed,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Female,14,US,0,0
22931,26,Government,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,40,US,1,0
22932,23,Private,High School Graduate,9,Never Married,Service,Not family,Other,Male,30,US,0,0
22933,57,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,36,US,1,0
22935,37,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22936,46,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
22937,39,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,45,US,1,0
22939,50,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22940,25,Private,No formal education,1,Never Married,Blue Collar,Not family,White,Male,35,Other,0,0
22941,44,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,45,US,0,0
22942,41,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22943,30,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,15,US,1,-1977
22945,54,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22946,40,Government,High School Graduate,9,Previously Married,White Collar,Not family,Other,Female,52,US,0,0
22947,37,Private,Some High School,7,Married,Blue Collar,Spouse,Other,Male,40,US,1,7688
22948,46,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,15024
22949,38,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Male,45,US,0,0
22952,35,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
22953,62,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22954,34,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,45,Other,0,0
22955,56,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,90,US,0,0
22956,30,Government,Advanced Degree,14,Married,White Collar,Spouse,Other,Male,20,Other,0,0
22959,35,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22962,33,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,60,US,0,0
22963,27,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
22964,36,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22965,42,Private,No formal education,4,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22966,35,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22967,25,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Male,40,US,0,0
22968,47,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
22969,44,Government,Advanced Degree,15,Married,White Collar,Spouse,White,Male,75,US,1,15024
22970,51,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,7688
22971,53,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,42,US,1,0
22975,28,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
22976,58,Unknown,No formal education,3,Married,Unknown,Spouse,White,Male,40,US,0,0
22977,52,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
22978,35,Private,Advanced Degree,14,Previously Married,White Collar,Not family,White,Male,40,US,1,0
22979,30,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
22980,33,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,50,US,0,6849
22981,56,Government,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,38,Unknown,0,0
22983,56,Unknown,Collage/Associate Degree,10,Never Married,Unknown,Not family,Other,Female,40,US,0,0
22984,56,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,65,US,1,-1902
22985,45,Private,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,40,US,1,15024
22987,62,Government,High School Graduate,9,Married,Service,Spouse,White,Male,40,US,1,0
22988,24,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,30,US,0,0
22989,52,Government,Bachelor's Degree,13,Previously Married,White Collar,Not family,Other,Female,40,US,0,0
22990,23,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
22991,36,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
22992,40,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
22994,41,Private,Some High School,5,Married,Blue Collar,Spouse,White,Male,35,US,0,0
22995,59,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
22996,27,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,37,US,0,0
22998,41,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,50,US,0,0
22999,27,Private,Bachelor's Degree,13,Never Married,Blue Collar,Not family,White,Male,35,US,0,0
23002,38,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,1,0
23004,48,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,0,0
23007,27,Government,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
23008,59,Self-employed,Advanced Degree,14,Married,Blue Collar,Spouse,White,Male,40,US,1,0
23009,31,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,Other,Female,20,US,0,0
23010,34,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,1,0
23011,47,Self-employed,Advanced Degree,15,Never Married,Service,Not family,White,Male,60,US,1,0
23012,64,Self-employed,No formal education,2,Married,White Collar,Spouse,White,Male,20,US,0,0
23014,38,Government,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
23015,42,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,-1887
23016,49,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,1,0
23017,53,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
23018,35,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,0
23019,70,Unknown,Bachelor's Degree,13,Married,Unknown,Spouse,Other,Male,40,Other,0,0
23020,38,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
23021,36,Private,Bachelor's Degree,13,Previously Married,White Collar,Other Relative,Other,Female,40,Other,0,0
23022,34,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,55,Other,0,0
23023,24,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,10,Other,0,0
23024,23,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
23026,47,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
23027,59,Private,No formal education,4,Never Married,Blue Collar,Not family,White,Male,40,US,0,4865
23031,32,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,50,US,0,0
23032,33,Private,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,40,Unknown,0,0
23033,19,Private,High School Graduate,9,Never Married,Blue Collar,Other Relative,White,Male,40,US,0,0
23035,40,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Male,48,US,1,0
23038,35,Self-employed,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,70,US,0,0
23040,40,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,50,US,1,0
23041,34,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,1,3103
23042,23,Private,Some High School,6,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
23043,26,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
23044,53,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,60,US,0,0
23045,34,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,1,0
23046,39,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
23047,25,Private,Some High School,5,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
23049,65,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
23051,64,Private,Some High School,6,Married,Service,Spouse,Other,Male,40,US,0,0
23052,68,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
23053,56,Self-employed,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Female,40,US,0,0
23054,68,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,-3683
23055,35,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,48,US,1,0
23056,50,Government,High School Graduate,9,Never Married,White Collar,Not family,Other,Female,12,US,0,0
23057,45,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,28,US,0,0
23058,43,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
23059,39,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,Other,Female,40,US,0,0
23060,37,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,40,US,0,1506
23061,45,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,1,0
23064,26,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
23065,36,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,32,US,0,0
23066,47,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,60,US,0,0
23068,53,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,30,US,0,0
23070,44,Self-employed,No formal education,3,Married,Blue Collar,Spouse,White,Male,40,US,0,0
23071,25,Private,High School Graduate,9,Never Married,Blue Collar,Other Relative,White,Male,40,Other,0,0
23072,35,Private,No formal education,3,Never Married,Blue Collar,Not family,White,Male,36,US,0,0
23074,42,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
23075,47,Private,High School Graduate,9,Previously Married,Service,Not family,White,Female,4,US,0,0
23077,56,Government,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
23078,50,Private,Advanced Degree,16,Married,White Collar,Spouse,White,Male,50,US,1,15024
23079,38,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,60,US,0,0
23082,38,Self-employed,High School Graduate,9,Married,Service,Spouse,White,Male,80,Other,0,3464
23083,42,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,46,US,0,0
23084,48,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
23085,27,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Female,50,US,0,0
23087,53,Private,Advanced Degree,16,Married,White Collar,Spouse,White,Female,37,US,1,99999
23089,39,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,48,US,1,0
23093,23,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
23095,45,Self-employed,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,55,US,0,0
23097,36,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,44,US,0,0
23098,40,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,50,US,0,0
23099,20,Unknown,Some High School,6,Previously Married,Unknown,Not family,White,Female,40,US,0,0
23100,68,Private,Some High School,5,Previously Married,Blue Collar,Not family,Other,Male,20,US,0,0
23101,40,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
23103,48,Government,Advanced Degree,14,Previously Married,White Collar,Not family,White,Female,40,US,1,0
